sid,pid,y
s23,p100,1
s23,p101,0
s23,p102,1
s23,p103,0
s23,p104,1
s23,p105,0
s23,p106,0
s23,p107,0
s23,p108,0
s23,p109,1
s23,p110,1
s23,p111,0
s23,p112,0
s23,p113,0
s23,p114,1
s23,p115,0
s23,p116,0
s23,p117,0
s23,p118,0
s23,p119,0
s23,p120,0
s23,p121,0
s23,p122,0
s23,p123,1
s23,p124,0
s23,p125,0
s23,p126,0
s23,p127,0
s23,p128,0
s23,p129,1
s23,p130,1
s23,p131,1
s23,p132,0
s23,p133,0
s23,p134,1
s23,p135,1
s23,p136,0
s23,p137,0
s23,p138,0
s23,p139,1
s23,p140,1
s23,p141,1
s23,p142,0
s23,p143,0
s23,p144,1
s23,p145,0
s23,p146,0
s23,p147,0
s23,p148,1
s23,p149,0
s23,p150,0
s23,p151,0
s23,p152,0
s23,p153,0
s23,p154,0
s23,p155,1
s23,p156,0
s23,p157,0
s23,p158,0
s23,p159,0
s23,p160,0
s23,p161,1
s23,p162,0
s23,p163,0
s23,p164,1
s23,p165,1
s23,p166,0
s23,p167,1
s23,p168,0
s23,p169,0
s23,p170,0
s23,p171,1
s23,p172,0
s23,p173,1
s23,p174,0
s23,p175,1
s23,p176,0
s23,p177,0
s23,p178,0
s23,p179,0
s23,p180,0
s23,p181,1
s23,p182,0
s23,p183,1
s23,p184,0
s23,p185,1
s23,p186,0
s23,p187,1
s23,p188,1
s23,p189,0
s23,p190,1
s23,p191,0
s23,p192,0
s23,p193,0
s23,p194,1
s23,p195,1
s23,p196,0
s23,p197,0
s23,p198,0
s23,p199,0
s23,p200,0
s24,p1,0
s24,p2,1
s24,p3,1
s24,p4,0
s24,p5,1
s24,p6,1
s24,p7,0
s24,p8,0
s24,p9,0
s24,p10,0
s24,p11,1
s24,p12,0
s24,p13,0
s24,p14,0
s24,p15,1
s24,p16,1
s24,p17,0
s24,p18,0
s24,p19,0
s24,p20,1
s24,p21,1
s24,p22,0
s24,p23,0
s24,p24,0
s24,p25,1
s24,p26,0
s24,p27,1
s24,p28,0
s24,p29,0
s24,p30,0
s24,p31,1
s24,p32,0
s24,p33,1
s24,p34,1
s24,p35,0
s24,p36,0
s24,p37,0
s24,p38,1
s24,p39,0
s24,p40,1
s24,p41,1
s24,p42,0
s24,p43,1
s24,p44,0
s24,p45,0
s24,p46,0
s24,p47,0
s24,p48,0
s24,p49,1
s24,p50,0
s24,p51,1
s24,p52,1
s24,p53,1
s24,p54,0
s24,p55,1
s24,p56,0
s24,p57,0
s24,p58,0
s24,p59,1
s24,p60,0
s24,p61,1
s24,p62,0
s24,p63,0
s24,p64,0
s24,p65,0
s24,p66,1
s24,p67,0
s24,p68,0
s24,p69,1
s24,p70,1
s24,p71,1
s24,p72,1
s24,p73,0
s24,p74,0
s24,p75,1
s24,p76,0
s24,p77,0
s24,p78,1
s24,p79,1
s24,p80,0
s24,p81,0
s24,p82,0
s24,p83,1
s24,p84,0
s24,p85,1
s24,p86,1
s24,p87,0
s24,p88,1
s24,p89,0
s24,p90,0
s24,p91,0
s24,p92,1
s24,p93,1
s24,p94,1
s24,p95,0
s24,p96,0
s24,p97,0
s24,p98,1
s24,p99,1
s24,p100,1
s24,p101,0
s24,p102,0
s24,p103,1
s24,p104,1
s24,p105,1
s24,p106,1
s24,p107,0
s24,p108,0
s24,p109,1
s24,p110,0
s24,p111,0
s24,p112,1
s24,p113,1
s24,p114,0
s24,p115,0
s24,p116,0
s24,p117,1
s24,p118,0
s24,p119,0
s24,p120,1
s24,p121,1
s24,p122,0
s24,p123,0
s24,p124,1
s24,p125,0
s24,p126,1
s24,p127,1
s24,p128,0
s24,p129,0
s24,p130,0
s24,p131,0
s24,p132,0
s24,p133,1
s24,p134,1
s24,p135,1
s24,p136,0
s24,p137,0
s24,p138,0
s24,p139,0
s24,p140,1
s24,p141,0
s24,p142,0
s24,p143,1
s24,p144,0
s24,p145,0
s24,p146,1
s24,p147,1
s24,p148,0
s24,p149,1
s24,p150,1
s24,p151,0
s24,p152,0
s24,p153,0
s24,p154,0
s24,p155,1
s24,p156,0
s24,p157,0
s24,p158,0
s24,p159,0
s24,p160,1
s24,p161,0
s24,p162,0
s24,p163,0
s24,p164,0
s24,p165,1
s24,p166,1
s24,p167,0
s24,p168,1
s24,p169,0
s24,p170,1
s24,p171,0
s24,p172,0
s24,p173,1
s24,p174,0
s24,p175,0
s24,p176,0
s24,p177,0
s24,p178,0
s24,p179,1
s24,p180,0
s24,p181,1
s24,p182,0
s24,p183,0
s24,p184,0
s24,p185,1
s24,p186,0
s24,p187,0
s24,p188,0
s24,p189,1
s24,p190,0
s24,p191,0
s24,p192,1
s24,p193,1
s24,p194,1
s24,p195,1
s24,p196,0
s24,p197,1
s24,p198,1
s24,p199,1
s24,p200,0
s25,p1,0
s25,p2,0
s25,p3,0
s25,p4,0
s25,p5,1
s25,p6,0
s25,p7,0
s25,p8,0
s25,p9,0
s25,p10,0
s25,p11,1
s25,p12,0
s25,p13,0
s25,p14,1
s25,p15,1
s25,p16,1
s25,p17,0
s25,p18,1
s25,p19,0
s25,p20,0
s25,p21,1
s25,p22,1
s25,p23,1
s25,p24,1
s25,p25,1
s25,p26,0
s25,p27,0
s25,p28,1
s25,p29,1
s25,p30,0
s25,p31,1
s25,p32,1
s25,p33,0
s25,p34,0
s25,p35,1
s25,p36,0
s25,p37,1
s25,p38,1
s25,p39,1
s25,p40,1
s25,p41,1
s25,p42,1
s25,p43,1
s25,p44,0
s25,p45,0
s25,p46,1
s25,p47,1
s25,p48,0
s25,p49,1
s25,p50,0
s25,p51,1
s25,p52,0
s25,p53,0
s25,p54,1
s25,p55,0
s25,p56,1
s25,p57,1
s25,p58,1
s25,p59,1
s25,p60,1
s25,p61,1
s25,p62,0
s25,p63,0
s25,p64,1
s25,p65,0
s25,p66,0
s25,p67,1
s25,p68,0
s25,p69,0
s25,p70,0
s25,p71,0
s25,p72,0
s25,p73,1
s25,p74,1
s25,p75,1
s25,p76,1
s25,p77,1
s25,p78,0
s25,p79,1
s25,p80,1
s25,p81,1
s25,p82,0
s25,p83,1
s25,p84,1
s25,p85,1
s25,p86,0
s25,p87,0
s25,p88,1
s25,p89,1
s25,p90,1
s25,p91,0
s25,p92,0
s25,p93,1
s25,p94,1
s25,p95,1
s25,p96,1
s25,p97,1
s25,p98,0
s25,p99,0
s25,p100,0
s25,p101,0
s25,p102,1
s25,p103,0
s25,p104,1
s25,p105,0
s25,p106,0
s25,p107,0
s25,p108,0
s25,p109,0
s25,p110,1
s25,p111,0
s25,p112,0
s25,p113,0
s25,p114,1
s25,p115,0
s25,p116,1
s25,p117,0
s25,p118,0
s25,p119,0
s25,p120,0
s25,p121,1
s25,p122,0
s25,p123,1
s25,p124,1
s25,p125,1
s25,p126,1
s25,p127,0
s25,p128,0
s25,p129,0
s25,p130,1
s25,p131,1
s25,p132,0
s25,p133,0
s25,p134,0
s25,p135,0
s25,p136,0
s25,p137,0
s25,p138,1
s25,p139,1
s25,p140,1
s25,p141,0
s25,p142,1
s25,p143,0
s25,p144,0
s25,p145,0
s25,p146,0
s25,p147,1
s25,p148,1
s25,p149,1
s25,p150,1
s25,p151,0
s25,p152,1
s25,p153,0
s25,p154,1
s25,p155,0
s25,p156,1
s25,p157,1
s25,p158,1
s25,p159,0
s25,p160,1
s25,p161,1
s25,p162,1
s25,p163,1
s25,p164,0
s25,p165,0
s25,p166,0
s25,p167,1
s25,p168,0
s25,p169,0
s25,p170,0
s25,p171,1
s25,p172,0
s25,p173,0
s25,p174,0
s25,p175,0
s25,p176,0
s25,p177,0
s25,p178,0
s25,p179,1
s25,p180,1
s25,p181,0
s25,p182,1
s25,p183,0
s25,p184,0
s25,p185,0
s25,p186,1
s25,p187,1
s25,p188,1
s25,p189,0
s25,p190,0
s25,p191,1
s25,p192,0
s25,p193,1
s25,p194,0
s25,p195,0
s25,p196,1
s25,p197,0
s25,p198,0
s25,p199,0
s25,p200,1
s26,p1,0
s26,p2,1
s26,p3,0
s26,p4,0
s26,p5,1
s26,p6,1
s26,p7,1
s26,p8,1
s26,p9,0
s26,p10,1
s26,p11,1
s26,p12,1
s26,p13,0
s26,p14,1
s26,p15,1
s26,p16,1
s26,p17,1
s26,p18,1
s26,p19,0
s26,p20,0
s26,p21,1
s26,p22,0
s26,p23,0
s26,p24,1
s26,p25,0
s26,p26,0
s26,p27,0
s26,p28,1
s26,p29,1
s26,p30,1
s26,p31,0
s26,p32,0
s26,p33,0
s26,p34,1
s26,p35,0
s26,p36,0
s26,p37,1
s26,p38,1
s26,p39,1
s26,p40,1
s26,p41,0
s26,p42,1
s26,p43,0
s26,p44,1
s26,p45,1
s26,p46,1
s26,p47,0
s26,p48,0
s26,p49,0
s26,p50,1
s26,p51,0
s26,p52,1
s26,p53,1
s26,p54,1
s26,p55,0
s26,p56,1
s26,p57,1
s26,p58,0
s26,p59,0
s26,p60,1
s26,p61,1
s26,p62,1
s26,p63,1
s26,p64,0
s26,p65,0
s26,p66,1
s26,p67,1
s26,p68,0
s26,p69,0
s26,p70,1
s26,p71,1
s26,p72,1
s26,p73,0
s26,p74,0
s26,p75,1
s26,p76,0
s26,p77,1
s26,p78,1
s26,p79,1
s26,p80,0
s26,p81,1
s26,p82,1
s26,p83,1
s26,p84,1
s26,p85,0
s26,p86,0
s26,p87,0
s26,p88,0
s26,p89,1
s26,p90,1
s26,p91,1
s26,p92,0
s26,p93,0
s26,p94,1
s26,p95,1
s26,p96,0
s26,p97,1
s26,p98,1
s26,p99,0
s26,p100,1
s26,p101,1
s26,p102,0
s26,p103,0
s26,p104,1
s26,p105,1
s26,p106,0
s26,p107,1
s26,p108,0
s26,p109,0
s26,p110,0
s26,p111,0
s26,p112,0
s26,p113,0
s26,p114,0
s26,p115,1
s26,p116,0
s26,p117,0
s26,p118,1
s26,p119,0
s26,p120,1
s26,p121,1
s26,p122,0
s26,p123,1
s26,p124,1
s26,p125,1
s26,p126,0
s26,p127,1
s26,p128,0
s26,p129,1
s26,p130,1
s26,p131,1
s26,p132,0
s26,p133,0
s26,p134,1
s26,p135,1
s26,p136,1
s26,p137,0
s26,p138,0
s26,p139,0
s26,p140,1
s26,p141,0
s26,p142,0
s26,p143,1
s26,p144,0
s26,p145,0
s26,p146,0
s26,p147,1
s26,p148,1
s26,p149,1
s26,p150,1
s26,p151,1
s26,p152,0
s26,p153,0
s26,p154,1
s26,p155,0
s26,p156,0
s26,p157,1
s26,p158,1
s26,p159,0
s26,p160,0
s26,p161,0
s26,p162,1
s26,p163,1
s26,p164,1
s26,p165,0
s26,p166,1
s26,p167,1
s26,p168,0
s26,p169,1
s26,p170,0
s26,p171,1
s26,p172,1
s26,p173,1
s26,p174,1
s26,p175,1
s26,p176,1
s26,p177,0
s26,p178,0
s26,p179,1
s26,p180,1
s26,p181,1
s26,p182,0
s26,p183,1
s26,p184,0
s26,p185,0
s26,p186,0
s26,p187,1
s26,p188,1
s26,p189,0
s26,p190,0
s26,p191,1
s26,p192,0
s26,p193,0
s26,p194,0
s26,p195,0
s26,p196,0
s26,p197,1
s26,p198,1
s26,p199,1
s26,p200,1
s27,p1,0
s27,p2,0
s27,p3,0
s27,p4,1
s27,p5,0
s27,p6,1
s27,p7,0
s27,p8,0
s27,p9,0
s27,p10,1
s27,p11,1
s27,p12,0
s27,p13,1
s27,p14,0
s27,p15,0
s27,p16,0
s27,p17,1
s27,p18,0
s27,p19,0
s27,p20,1
s27,p21,0
s27,p22,0
s27,p23,0
s27,p24,1
s27,p25,0
s27,p26,0
s27,p27,0
s27,p28,0
s27,p29,0
s27,p30,0
s27,p31,1
s27,p32,1
s27,p33,0
s27,p34,0
s27,p35,1
s27,p36,0
s27,p37,0
s27,p38,1
s27,p39,0
s27,p40,1
s27,p41,1
s27,p42,0
s27,p43,0
s27,p44,0
s27,p45,0
s27,p46,0
s27,p47,0
s27,p48,0
s27,p49,1
s27,p50,0
s27,p51,0
s27,p52,0
s27,p53,1
s27,p54,1
s27,p55,0
s27,p56,1
s27,p57,0
s27,p58,1
s27,p59,0
s27,p60,0
s27,p61,1
s27,p62,1
s27,p63,0
s27,p64,0
s27,p65,0
s27,p66,0
s27,p67,0
s27,p68,0
s27,p69,0
s27,p70,1
s27,p71,0
s27,p72,0
s27,p73,0
s27,p74,0
s27,p75,0
s27,p76,1
s27,p77,0
s27,p78,1
s27,p79,1
s27,p80,0
s27,p81,0
s27,p82,0
s27,p83,1
s27,p84,0
s27,p85,0
s27,p86,1
s27,p87,0
s27,p88,0
s27,p89,0
s27,p90,0
s27,p91,0
s27,p92,0
s27,p93,1
s27,p94,1
s27,p95,0
s27,p96,0
s27,p97,1
s27,p98,0
s27,p99,0
s27,p100,0
s27,p101,1
s27,p102,0
s27,p103,0
s27,p104,1
s27,p105,0
s27,p106,1
s27,p107,0
s27,p108,1
s27,p109,1
s27,p110,0
s27,p111,0
s27,p112,1
s27,p113,1
s27,p114,0
s27,p115,0
s27,p116,1
s27,p117,1
s27,p118,0
s27,p119,0
s27,p120,0
s27,p121,0
s27,p122,0
s27,p123,0
s27,p124,0
s27,p125,0
s27,p126,1
s27,p127,0
s27,p128,1
s27,p129,1
s27,p130,1
s27,p131,1
s27,p132,1
s27,p133,0
s27,p134,0
s27,p135,0
s27,p136,0
s27,p137,1
s27,p138,1
s27,p139,1
s27,p140,0
s27,p141,0
s27,p142,0
s27,p143,1
s27,p144,0
s27,p145,0
s27,p146,0
s27,p147,0
s27,p148,1
s27,p149,1
s27,p150,1
s27,p151,1
s27,p152,0
s27,p153,1
s27,p154,1
s27,p155,0
s27,p156,0
s27,p157,1
s27,p158,0
s27,p159,0
s27,p160,0
s27,p161,0
s27,p162,1
s27,p163,0
s27,p164,0
s27,p165,0
s27,p166,0
s27,p167,0
s27,p168,0
s27,p169,1
s27,p170,0
s27,p171,0
s27,p172,0
s27,p173,0
s27,p174,0
s27,p175,0
s27,p176,0
s27,p177,1
s27,p178,0
s27,p179,0
s27,p180,0
s27,p181,0
s27,p182,1
s27,p183,0
s27,p184,0
s27,p185,0
s27,p186,0
s27,p187,1
s27,p188,0
s27,p189,1
s27,p190,0
s27,p191,0
s27,p192,1
s27,p193,1
s27,p194,0
s27,p195,0
s27,p196,0
s27,p197,0
s27,p198,0
s27,p199,0
s27,p200,0
s28,p1,1
s28,p2,1
s28,p3,1
s28,p4,1
s28,p5,0
s28,p6,1
s28,p7,1
s28,p8,1
s28,p9,1
s28,p10,0
s28,p11,0
s28,p12,1
s28,p13,0
s28,p14,1
s28,p15,0
s28,p16,1
s28,p17,0
s28,p18,1
s28,p19,0
s28,p20,1
s28,p21,0
s28,p22,0
s28,p23,1
s28,p24,0
s28,p25,0
s28,p26,0
s28,p27,0
s28,p28,1
s28,p29,0
s28,p30,1
s28,p31,1
s28,p32,0
s28,p33,0
s28,p34,0
s28,p35,1
s28,p36,0
s28,p37,0
s28,p38,0
s28,p39,0
s28,p40,1
s28,p41,1
s28,p42,1
s28,p43,0
s28,p44,0
s28,p45,0
s28,p46,1
s28,p47,0
s28,p48,0
s28,p49,1
s28,p50,1
s28,p51,0
s28,p52,0
s28,p53,0
s28,p54,1
s28,p55,0
s28,p56,0
s28,p57,0
s28,p58,0
s28,p59,0
s28,p60,0
s28,p61,1
s28,p62,1
s28,p63,0
s28,p64,0
s28,p65,1
s28,p66,0
s28,p67,1
s28,p68,0
s28,p69,1
s28,p70,0
s28,p71,0
s28,p72,0
s28,p73,1
s28,p74,0
s28,p75,0
s28,p76,1
s28,p77,0
s28,p78,1
s28,p79,0
s28,p80,0
s28,p81,0
s28,p82,1
s28,p83,0
s28,p84,1
s28,p85,1
s28,p86,0
s28,p87,1
s28,p88,0
s28,p89,0
s28,p90,0
s28,p91,0
s28,p92,0
s28,p93,1
s28,p94,1
s28,p95,1
s28,p96,1
s28,p97,0
s28,p98,1
s28,p99,1
s28,p100,0
s28,p101,1
s28,p102,1
s28,p103,0
s28,p104,0
s28,p105,1
s28,p106,1
s28,p107,1
s28,p108,0
s28,p109,1
s28,p110,1
s28,p111,0
s28,p112,0
s28,p113,0
s28,p114,0
s28,p115,0
s28,p116,0
s28,p117,0
s28,p118,1
s28,p119,0
s28,p120,0
s28,p121,0
s28,p122,0
s28,p123,0
s28,p124,0
s28,p125,0
s28,p126,0
s28,p127,1
s28,p128,1
s28,p129,1
s28,p130,0
s28,p131,0
s28,p132,0
s28,p133,1
s28,p134,1
s28,p135,1
s28,p136,1
s28,p137,0
s28,p138,1
s28,p139,0
s28,p140,1
s28,p141,0
s28,p142,1
s28,p143,0
s28,p144,0
s28,p145,1
s28,p146,1
s28,p147,0
s28,p148,0
s28,p149,0
s28,p150,0
s28,p151,0
s28,p152,0
s28,p153,1
s28,p154,0
s28,p155,0
s28,p156,0
s28,p157,0
s28,p158,0
s28,p159,0
s28,p160,0
s28,p161,1
s28,p162,1
s28,p163,0
s28,p164,0
s28,p165,1
s28,p166,1
s28,p167,0
s28,p168,1
s28,p169,1
s28,p170,1
s28,p171,0
s28,p172,1
s28,p173,0
s28,p174,0
s28,p175,0
s28,p176,0
s28,p177,0
s28,p178,0
s28,p179,1
s28,p180,1
s28,p181,1
s28,p182,0
s28,p183,1
s28,p184,0
s28,p185,0
s28,p186,0
s28,p187,0
s28,p188,0
s28,p189,1
s28,p190,0
s28,p191,0
s28,p192,1
s28,p193,1
s28,p194,1
s28,p195,0
s28,p196,1
s28,p197,0
s28,p198,0
s28,p199,0
s28,p200,1
s29,p1,1
s29,p2,1
s29,p3,1
s29,p4,1
s29,p5,0
s29,p6,0
s29,p7,1
s29,p8,1
s29,p9,1
s29,p10,1
s29,p11,1
s29,p12,1
s29,p13,1
s29,p14,0
s29,p15,0
s29,p16,1
s29,p17,1
s29,p18,1
s29,p19,0
s29,p20,0
s29,p21,1
s29,p22,1
s29,p23,1
s29,p24,0
s29,p25,0
s29,p26,0
s29,p27,0
s29,p28,1
s29,p29,1
s29,p30,1
s29,p31,0
s29,p32,1
s29,p33,1
s29,p34,0
s29,p35,1
s29,p36,1
s29,p37,0
s29,p38,0
s29,p39,1
s29,p40,0
s29,p41,1
s29,p42,1
s29,p43,0
s29,p44,0
s29,p45,0
s29,p46,0
s29,p47,1
s29,p48,0
s29,p49,0
s29,p50,0
s29,p51,1
s29,p52,0
s29,p53,1
s29,p54,1
s29,p55,1
s29,p56,0
s29,p57,1
s29,p58,0
s29,p59,1
s29,p60,0
s29,p61,0
s29,p62,1
s29,p63,1
s29,p64,0
s29,p65,1
s29,p66,1
s29,p67,0
s29,p68,0
s29,p69,1
s29,p70,0
s29,p71,1
s29,p72,1
s29,p73,1
s29,p74,1
s29,p75,1
s29,p76,0
s29,p77,1
s29,p78,1
s29,p79,0
s29,p80,1
s29,p81,0
s29,p82,0
s29,p83,1
s29,p84,1
s29,p85,0
s29,p86,1
s29,p87,0
s29,p88,0
s29,p89,1
s29,p90,0
s29,p91,1
s29,p92,1
s29,p93,0
s29,p94,1
s29,p95,1
s29,p96,1
s29,p97,0
s29,p98,1
s29,p99,0
s29,p100,1
s29,p101,0
s29,p102,1
s29,p103,0
s29,p104,1
s29,p105,0
s29,p106,0
s29,p107,0
s29,p108,0
s29,p109,1
s29,p110,0
s29,p111,0
s29,p112,1
s29,p113,0
s29,p114,0
s29,p115,1
s29,p116,0
s29,p117,1
s29,p118,0
s29,p119,0
s29,p120,1
s29,p121,1
s29,p122,0
s29,p123,0
s29,p124,1
s29,p125,1
s29,p126,1
s29,p127,1
s29,p128,0
s29,p129,1
s29,p130,1
s29,p131,1
s29,p132,0
s29,p133,0
s29,p134,0
s29,p135,1
s29,p136,0
s29,p137,1
s29,p138,1
s29,p139,0
s29,p140,1
s29,p141,1
s29,p142,0
s29,p143,0
s29,p144,1
s29,p145,0
s29,p146,0
s29,p147,1
s29,p148,0
s29,p149,0
s29,p150,0
s29,p151,1
s29,p152,0
s29,p153,1
s29,p154,0
s29,p155,1
s29,p156,1
s29,p157,0
s29,p158,1
s29,p159,1
s29,p160,0
s29,p161,1
s29,p162,0
s29,p163,1
s29,p164,0
s29,p165,0
s29,p166,0
s29,p167,0
s29,p168,1
s29,p169,1
s29,p170,1
s29,p171,1
s29,p172,1
s29,p173,1
s29,p174,0
s29,p175,1
s29,p176,0
s29,p177,0
s29,p178,1
s29,p179,0
s29,p180,0
s29,p181,1
s29,p182,1
s29,p183,1
s29,p184,1
s29,p185,1
s29,p186,1
s29,p187,0
s29,p188,0
s29,p189,1
s29,p190,0
s29,p191,1
s29,p192,1
s29,p193,0
s29,p194,1
s29,p195,0
s29,p196,1
s29,p197,1
s29,p198,1
s29,p199,1
s29,p200,1
s30,p1,0
s30,p2,0
s30,p3,1
s30,p4,1
s30,p5,1
s30,p6,0
s30,p7,1
s30,p8,0
s30,p9,0
s30,p10,0
s30,p11,1
s30,p12,0
s30,p13,0
s30,p14,1
s30,p15,0
s30,p16,0
s30,p17,0
s30,p18,0
s30,p19,1
s30,p20,0
s30,p21,1
s30,p22,0
s30,p23,1
s30,p24,0
s30,p25,0
s30,p26,1
s30,p27,0
s30,p28,0
s30,p29,1
s30,p30,0
s30,p31,0
s30,p32,1
s30,p33,1
s30,p34,1
s30,p35,0
s30,p36,0
s30,p37,0
s30,p38,0
s30,p39,0
s30,p40,0
s30,p41,0
s30,p42,1
s30,p43,1
s30,p44,0
s30,p45,0
s30,p46,1
s30,p47,0
s30,p48,0
s30,p49,0
s30,p50,0
s30,p51,0
s30,p52,1
s30,p53,1
s30,p54,0
s30,p55,1
s30,p56,1
s30,p57,0
s30,p58,0
s30,p59,0
s30,p60,0
s30,p61,0
s30,p62,0
s30,p63,0
s30,p64,1
s30,p65,0
s30,p66,0
s30,p67,0
s30,p68,0
s30,p69,0
s30,p70,1
s30,p71,0
s30,p72,1
s30,p73,0
s30,p74,0
s30,p75,0
s30,p76,0
s30,p77,0
s30,p78,1
s30,p79,1
s30,p80,1
s30,p81,0
s30,p82,1
s30,p83,1
s30,p84,0
s30,p85,0
s30,p86,0
s30,p87,0
s30,p88,0
s30,p89,0
s30,p90,0
s30,p91,0
s30,p92,0
s30,p93,1
s30,p94,1
s30,p95,1
s30,p96,1
s30,p97,1
s30,p98,0
s30,p99,0
s30,p100,1
s30,p101,0
s30,p102,0
s30,p103,0
s30,p104,1
s30,p105,1
s30,p106,0
s30,p107,1
s30,p108,1
s30,p109,0
s30,p110,0
s30,p111,0
s30,p112,0
s30,p113,0
s30,p114,0
s30,p115,1
s30,p116,0
s30,p117,0
s30,p118,0
s30,p119,1
s30,p120,0
s30,p121,0
s30,p122,0
s30,p123,0
s30,p124,1
s30,p125,1
s30,p126,0
s30,p127,1
s30,p128,1
s30,p129,0
s30,p130,1
s30,p131,1
s30,p132,0
s30,p133,0
s30,p134,0
s30,p135,1
s30,p136,0
s30,p137,0
s30,p138,0
s30,p139,0
s30,p140,0
s30,p141,1
s30,p142,1
s30,p143,0
s30,p144,1
s30,p145,0
s30,p146,0
s30,p147,0
s30,p148,0
s30,p149,1
s30,p150,1
s30,p151,1
s30,p152,0
s30,p153,0
s30,p154,0
s30,p155,0
s30,p156,1
s30,p157,0
s30,p158,0
s30,p159,0
s30,p160,0
s30,p161,0
s30,p162,1
s30,p163,1
s30,p164,0
s30,p165,1
s30,p166,1
s30,p167,0
s30,p168,0
s30,p169,1
s30,p170,0
s30,p171,1
s30,p172,1
s30,p173,0
s30,p174,1
s30,p175,0
s30,p176,1
s30,p177,0
s30,p178,0
s30,p179,0
s30,p180,0
s30,p181,0
s30,p182,0
s30,p183,1
s30,p184,0
s30,p185,0
s30,p186,1
s30,p187,0
s30,p188,1
s30,p189,0
s30,p190,1
s30,p191,1
s30,p192,0
s30,p193,0
s30,p194,1
s30,p195,0
s30,p196,0
s30,p197,1
s30,p198,0
s30,p199,0
s30,p200,1
s31,p1,0
s31,p2,1
s31,p3,1
s31,p4,1
s31,p5,0
s31,p6,0
s31,p7,1
s31,p8,0
s31,p9,1
s31,p10,1
s31,p11,0
s31,p12,1
s31,p13,1
s31,p14,0
s31,p15,0
s31,p16,0
s31,p17,0
s31,p18,0
s31,p19,0
s31,p20,0
s31,p21,0
s31,p22,0
s31,p23,0
s31,p24,1
s31,p25,1
s31,p26,1
s31,p27,1
s31,p28,1
s31,p29,1
s31,p30,1
s31,p31,1
s31,p32,1
s31,p33,0
s31,p34,0
s31,p35,1
s31,p36,1
s31,p37,1
s31,p38,0
s31,p39,0
s31,p40,0
s31,p41,0
s31,p42,1
s31,p43,0
s31,p44,0
s31,p45,0
s31,p46,1
s31,p47,0
s31,p48,0
s31,p49,0
s31,p50,0
s31,p51,0
s31,p52,0
s31,p53,1
s31,p54,0
s31,p55,0
s31,p56,1
s31,p57,1
s31,p58,1
s31,p59,0
s31,p60,1
s31,p61,0
s31,p62,1
s31,p63,0
s31,p64,0
s31,p65,1
s31,p66,1
s31,p67,1
s31,p68,1
s31,p69,0
s31,p70,1
s31,p71,0
s31,p72,0
s31,p73,0
s31,p74,0
s31,p75,0
s31,p76,0
s31,p77,1
s31,p78,0
s31,p79,0
s31,p80,1
s31,p81,1
s31,p82,0
s31,p83,1
s31,p84,1
s31,p85,1
s31,p86,1
s31,p87,0
s31,p88,0
s31,p89,1
s31,p90,0
s31,p91,1
s31,p92,0
s31,p93,0
s31,p94,1
s31,p95,0
s31,p96,1
s31,p97,0
s31,p98,0
s31,p99,1
s31,p100,1
s31,p101,1
s31,p102,0
s31,p103,1
s31,p104,1
s31,p105,1
s31,p106,1
s31,p107,1
s31,p108,0
s31,p109,1
s31,p110,0
s31,p111,1
s31,p112,0
s31,p113,0
s31,p114,1
s31,p115,1
s31,p116,1
s31,p117,1
s31,p118,0
s31,p119,0
s31,p120,0
s31,p121,0
s31,p122,1
s31,p123,0
s31,p124,1
s31,p125,0
s31,p126,0
s31,p127,0
s31,p128,1
s31,p129,0
s31,p130,1
s31,p131,0
s31,p132,1
s31,p133,1
s31,p134,0
s31,p135,1
s31,p136,1
s31,p137,0
s31,p138,0
s31,p139,1
s31,p140,1
s31,p141,0
s31,p142,0
s31,p143,1
s31,p144,0
s31,p145,0
s31,p146,1
s31,p147,0
s31,p148,0
s31,p149,0
s31,p150,1
s31,p151,0
s31,p152,1
s31,p153,1
s31,p154,0
s31,p155,1
s31,p156,0
s31,p157,0
s31,p158,0
s31,p159,0
s31,p160,1
s31,p161,1
s31,p162,1
s31,p163,0
s31,p164,1
s31,p165,1
s31,p166,1
s31,p167,0
s31,p168,1
s31,p169,0
s31,p170,0
s31,p171,0
s31,p172,1
s31,p173,0
s31,p174,1
s31,p175,0
s31,p176,0
s31,p177,1
s31,p178,0
s31,p179,0
s31,p180,0
s31,p181,0
s31,p182,0
s31,p183,1
s31,p184,0
s31,p185,0
s31,p186,1
s31,p187,1
s31,p188,1
s31,p189,0
s31,p190,0
s31,p191,0
s31,p192,1
s31,p193,1
s31,p194,0
s31,p195,1
s31,p196,1
s31,p197,1
s31,p198,1
s31,p199,0
s31,p200,0
s32,p1,0
s32,p2,1
s32,p3,0
s32,p4,1
s32,p5,0
s32,p6,1
s32,p7,0
s32,p8,1
s32,p9,0
s32,p10,1
s32,p11,0
s32,p12,1
s32,p13,1
s32,p14,1
s32,p15,0
s32,p16,0
s32,p17,1
s32,p18,1
s32,p19,0
s32,p20,0
s32,p21,0
s32,p22,0
s32,p23,0
s32,p24,1
s32,p25,0
s32,p26,1
s32,p27,1
s32,p28,1
s32,p29,0
s32,p30,0
s32,p31,0
s32,p32,1
s32,p33,0
s32,p34,0
s32,p35,1
s32,p36,0
s32,p37,1
s32,p38,0
s32,p39,1
s32,p40,0
s32,p41,0
s32,p42,0
s32,p43,1
s32,p44,0
s32,p45,0
s32,p46,0
s32,p47,1
s32,p48,1
